23/12/2050;DAYSE CAVALCANTE OLIVEIRA;07038161090;1037.4;false
01/10/2050;PAULO ROBERTO CASTRO VARGAS GUSMAO;29786802185;1373.74;false
31/08/2050;ELIAS VILELA COUTINHO DE SOUZA;37409324875;948.03;false
20/08/2050;LUIS FERNANDES LOPES COUTINHO;61186845533;710.63;false
23/07/2050;ALAN GOMES;05501677629;1142.27;false
23/07/2050;DAYSE SARMENTO;36837797036;826.19;false
28/05/2050;AGENOR MOREIRA;71679010970;384.59;false
02/04/2050;DANIELE DE PAULA OLIVEIRA SA;86723043649;1636.6;false
29/01/2050;ALBERTO SANTOS SILVA;25709838276;691.94;false
29/01/2050;CARLOS LIMA GODOI;22187141924;412.23;false
29/01/2050;MILENA VARGAS;55763832188;781.67;false
18/11/2049;NILCEA RANGEL VIANNA COSTA;93987637915;1246.59;false
04/11/2049;ALTAIR SA RANGEL LOPES;93411882652;1172.59;false
25/08/2049;ELIAS GODOI;98289538210;401.28;false
16/08/2049;ROBERTO VARGAS COSTA;24897016328;1091.94;false
15/08/2049;TEREZA NOGUEIRA VARGAS;32241640483;1073.74;false
02/05/2049;RUBENS VIEIRA MAIA MOREIRA;66580085060;1624.58;false
01/03/2049;BIANCA SA CARVALHO COUTINHO;77773049160;282.57;false
04/02/2049;RAFAELA PRATES VARGAS CASTRO;15153548671;1202.65;false
04/02/2049;MOACIR GOMES LOPES;72255878502;1206.74;false
17/01/2049;FABIO GUERRA ALVES LOPES;72937471192;198.41;false
13/01/2049;ALBERTO CARVALHO VIEIRA COUTINHO;71596924231;1957.53;false
02/11/2048;TEREZA BARRETO;12471109316;277.89;false
12/10/2048;DANIELE RODRIGUES;17154111312;688.53;false
01/10/2048;ALTAIR NASCIMENTO NOGUEIRA;00829501591;1766.9;false
24/09/2048;MOACIR MACHADO LIMA;62406848315;405.5;false
24/09/2048;ESTEVAO DE SOUZA;74679786853;763.17;false
16/08/2048;LUIZ GODOI FERNANDES;50621899369;1556.26;false
23/06/2048;LUIZ BARRETO;90921939235;435.81;false
17/06/2048;OTAVIANO DIAS ROCHA;49536362633;97.58;false
15/06/2048;ESTEVAO DIAS GONCALVES GUERRA;94226280315;398.1;false
29/05/2048;LUCIA DE PAULA NASCIMENTO;39850449620;1163.84;false
03/04/2048;TATIANA SARMENTO ROMAO LOPES;83426985871;225.72;false
07/03/2048;CRISTIANE CAMILO;57983436998;1557.07;false
27/12/2047;ROBSON DIAS;74505866641;1511.22;false
27/11/2047;RENATA GALVAO VILELA COSTA;46358898882;215.32;false
12/08/2047;ELIANA BATISTA SARMENTO;98636519870;168.98;false
30/06/2047;MELINA GOMES;92251350466;461.55;false
18/06/2047;RAFAEL GUSMAO TELLES;70560862787;842.0;false
12/06/2047;ELIZABETH ROMAO DOS SANTOS GALVAO;54998153349;294.62;false
26/05/2047;OTAVIANO MOREIRA DE PAULA MARQUES;40792907135;280.49;false
18/04/2047;IOLANDA GALVAO ANDRADE;06031739516;618.13;false
24/03/2047;LUCIANO MARTINS;88279229895;649.78;false
31/01/2047;NATALIA SANTOS ALVES;61574809898;1747.68;false
07/12/2046;RUBENS ROMAO MAIA;68974494607;1353.68;false
05/11/2046;DOUGLAUS SA GALVAO;00153010392;1659.64;false
02/11/2046;DAYSE GONCALVES BATISTA GONCALVES;80862803019;1748.61;false
02/10/2046;VALERIA GONCALVES;87429806121;62.08;false
31/08/2046;NATALIA GUERRA;72397484681;951.93;false
31/08/2046;VALERIA CONCEICAO;54632880303;1849.41;false
24/05/2046;PAOLA RIBEIRO CUNHA;46317539797;782.62;false
21/04/2046;SUELI DE SOUZA;57365001478;826.62;false
21/04/2046;FABIANO GODOI MOURA;97533997051;495.47;false
18/02/2046;ALTAIR COUTINHO SOUZA;35649524574;624.93;false
04/01/2046;ADILSON DA SILVA;95709398341;1209.4;false
20/11/2045;ADRIANO GODOI VARGAS DUARTE;45242817434;486.37;false
15/11/2045;JULIO NASCIMENTO LOPES;42095397839;940.15;false
07/10/2045;CARLOS ALVES ROCHA DE SOUZA;79447084416;1959.01;false
08/08/2045;ELIAS SOUZA;98388258658;741.07;false
19/06/2045;ALESSANDRA MOREIRA;65964609159;596.55;false
09/05/2045;ANA BEATRIZ FERNANDES CRUZ COUTINHO;79326076594;347.54;false
24/01/2045;DANIELE MAIA FERNANDES COELHO;42380796150;173.05;false
27/08/2044;ANA CARLA LIMA GARCIA CARVALHO;40751099821;1609.58;false
20/08/2044;ALINE SANTOS VILELA ALVES;08873993926;139.89;false
01/07/2044;PAULO ROBERTO ROCHA ROMAO BATISTA;35833667399;1265.81;false
01/07/2044;ANA MARIA RODRIGUES;65443298127;312.68;false
21/06/2044;FLAVIO GOMES;68092454342;1798.69;false
13/06/2044;MILENA MARTINHO TELLES DOS SANTOS;95597746210;1824.63;false
21/04/2044;LUIZ CUNHA SOUZA;93724364809;1255.12;false
29/02/2044;LUIZ GALVAO CUNHA;75022835387;233.06;false
12/12/2043;LUIZ ALBERTO GUERRA;46244503490;847.49;false
04/12/2043;BRUNO ABREU;64403152327;387.83;false
04/12/2043;GIOAVANA MOREIRA CONCEICAO;77129813880;482.69;false
01/12/2043;SUELI MARTINS;27153189088;1153.92;false
01/12/2043;JOSE AUGUSTO VIEIRA SOUZA;99078721490;1624.58;false
02/11/2043;VERA VILELA DUARTE;27501624741;316.92;false
02/11/2043;JULIO NOGUEIRA VILELA;32368682254;1914.87;false
25/10/2043;MARIANA MARTINHO GUSMAO;45300058552;1624.3;false
25/10/2043;DAVI DIAS MORAES FERREIRA;16941760128;1985.8;false
13/08/2043;ELIAS SA;50663346102;419.04;false
22/05/2043;JULIO DOS SANTOS RODRIGUES LOPES;60404498638;1076.41;false
02/05/2043;PAULA ROCHA;74102343185;260.34;false
02/05/2043;MILENA SANTOS;71220737364;1225.94;false
27/03/2043;CRISTOVAO ABREU CRUZ;05597514210;565.27;false
27/03/2043;MARIA JOSE SANTOS;76634648327;151.23;false
11/03/2043;ALEXANDRE COUTINHO;47678979520;1276.31;false
01/03/2043;PATRICIA CARVALHO DIAS REZENDE;58772201226;1585.92;false
01/03/2043;BRUNA MOREIRA NASCIMENTO CUNHA;54884013601;1847.97;false
19/11/2042;GIOAVANA CONCEICAO MOREIRA;12826791436;938.42;false
19/11/2042;FLAVIO ABREU;83923997433;1364.27;false
11/11/2042;LARISSA MENEZES DE SOUZA ANDRADE;87710114032;1487.36;false
07/10/2042;BERNARDO GARCIA COUTINHO SILVEIRA;13364614678;1319.03;false
07/10/2042;WILLIAN MORAES;82909083373;465.53;false
