01/02/2000;PAULO AUGUSTO PRATES VIANNA;09863064276;1945.72;true
01/02/2000;MARIA ROCHA;84337245549;429.19;true
01/02/2000;LUCIA RANGEL;37398057063;1717.54;true
01/02/2000;PAOLA ROCHA GARCIA MARQUES;11285797494;613.94;true
01/02/2000;LARISSA LOPES;03406204923;1724.51;true
01/02/2000;AGENOR FERNANDES GARCIA GARCIA;87655789932;926.22;true
02/02/2000;TADEU ALVES;61868547373;277.59;true
02/02/2000;ROBSON COUTINHO NOGUEIRA ABREU;15268797589;1005.24;true
02/02/2000;NILTON PRATES;09666134646;1968.86;true
02/02/2000;LUCIANO GOMES;59275409546;945.14;true
02/02/2000;IOLANDA MOURA SA;03068322885;1884.74;true
03/02/2000;PAULO SERGIO SILVA;81837025046;1280.21;true
03/02/2000;RUI RANGEL VARGAS;85129819770;968.61;true
03/02/2000;ISABEL DUARTE COUTINHO;81164934465;207.16;true
05/02/2000;GILBERTO MOREIRA SILVEIRA PRATES;97935261280;1352.59;true
05/02/2000;NEY ANDRADE;28177287348;318.11;true
05/02/2000;MARIANA MOREIRA;86064837007;471.73;true
05/02/2000;JULIA COUTINHO GUERRA CUNHA;33550819793;1945.14;true
06/02/2000;MELINA COUTINHO MAIA ALVES;17228259239;607.02;true
06/02/2000;ALVARO OLIVEIRA GUERRA;56440654741;1886.39;true
06/02/2000;JOAO CUNHA SA CARVALHO;84456165635;996.98;true
06/02/2000;MARIA DA SILVA ROMAO;82802517739;957.12;true
06/02/2000;ALVARO GUERRA;92927692450;1702.42;true
07/02/2000;SIMONE OLIVEIRA SA VIEIRA;69052074057;1821.09;true
07/02/2000;SIMONE ALVES RODRIGUES;87481160772;976.0;true
07/02/2000;JOSE AUGUSTO DUARTE MARTINS;89240220220;942.49;true
08/02/2000;LUCIANO NASCIMENTO;89598759356;1067.74;true
08/02/2000;OTAVIANO COSTA CARVALHO;73865912087;170.3;true
08/02/2000;MAURO COSTA ALVES;39844075105;1663.33;true
09/02/2000;RUI ROCHA;63286393530;1308.79;true
09/02/2000;NEY BARRETO;59514474401;1530.29;true
09/02/2000;JULIO CONCEICAO GARCIA DIAS;70951750787;316.14;true
09/02/2000;ELIANE DE PAULA TELLES FERREIRA;51204984636;173.02;true
10/02/2000;ESTEVAO CARVALHO DE SOUZA;71449100164;1901.47;true
11/02/2000;ALBERTO CAVALCANTE DA SILVA;93976485610;1295.02;true
11/02/2000;MARCOS LIMA CARVALHO;95524235958;1532.53;true
11/02/2000;VICENTE CRUZ DUARTE;87318910164;496.53;true
11/02/2000;JULIO GODOI SILVA MARTINHO;58931347816;1570.78;true
11/02/2000;PAULO HENRIQUE TELLES SARMENTO CAMILO;93612463454;474.86;true
11/02/2000;MILENA ROCHA;34677472242;186.44;true
11/02/2000;RENATA ALVES;85569767432;1145.33;true
