30/12/2050;ALEXANDRE MORAES RANGEL;01715469495;650.4;false
24/12/2050;ROBERTO SARMENTO BATISTA MARTINS;46597426682;311.51;false
23/12/2050;DAYSE CAVALCANTE OLIVEIRA;07038161090;1037.4;false
23/12/2050;LUIS LIMA;23998443502;317.32;false
01/12/2050;FABIANE MOREIRA;26712985559;328.41;false
03/10/2050;DANIEL ALVES GONCALVES;09395648548;407.06;false
01/10/2050;PAULO ROBERTO CASTRO VARGAS GUSMAO;29786802185;1373.74;false
31/08/2050;ELIAS VILELA COUTINHO DE SOUZA;37409324875;948.03;false
31/08/2050;MILENA GUERRA;86550961917;954.62;false
20/08/2050;LUIS FERNANDES LOPES COUTINHO;61186845533;710.63;false
20/08/2050;RENATA GALVAO VIEIRA REZENDE;19382032676;1999.98;false
07/08/2050;RAFAEL CARVALHO;83439704518;306.87;false
07/08/2050;ANA CRISTINA DOS SANTOS MARTINS;64820947750;1159.9;false
06/08/2050;JULIO ALVES CONCEICAO;36269441552;1201.33;false
23/07/2050;ALAN GOMES;05501677629;1142.27;false
23/07/2050;DAYSE SARMENTO;36837797036;826.19;false
28/05/2050;AGENOR MOREIRA;71679010970;384.59;false
27/05/2050;DANIELA SA ROCHA GALVAO;87957520986;763.73;false
02/04/2050;DANIELE DE PAULA OLIVEIRA SA;86723043649;1636.6;false
02/04/2050;MIGUEL VIANNA;05085658260;1456.2;false
07/03/2050;ANA CAROLINA SANTOS CONCEICAO;08722544345;1132.45;false
26/02/2050;JULIO CESAR VIANNA;57596152211;1493.35;false
29/01/2050;ALBERTO SANTOS SILVA;25709838276;691.94;false
29/01/2050;TEREZA DE PAULA ABREU SOUZA;04446421207;570.19;false
29/01/2050;CARLOS LIMA GODOI;22187141924;412.23;false
29/01/2050;MILENA VARGAS;55763832188;781.67;false
12/12/2049;DANIELE MELLO;63416450029;1712.64;false
18/11/2049;NILCEA RANGEL VIANNA COSTA;93987637915;1246.59;false
04/11/2049;ALTAIR SA RANGEL LOPES;93411882652;1172.59;false
17/10/2049;MARIA DA GRACA MELLO LIMA SANTOS;20277654985;1079.18;false
28/09/2049;OSVALDO MORAES MARTINS;37446905153;1261.5;false
25/08/2049;ALESSANDRO RANGEL MARQUES;70849438520;1627.15;false
25/08/2049;ELIAS GODOI;98289538210;401.28;false
22/08/2049;LUCIANO GARCIA COELHO;10763622570;1549.37;false
16/08/2049;ROBERTO VARGAS COSTA;24897016328;1091.94;false
15/08/2049;TEREZA NOGUEIRA VARGAS;32241640483;1073.74;false
08/07/2049;RENATO FERREIRA COSME;30183448151;1653.02;false
02/05/2049;RUBENS VIEIRA MAIA MOREIRA;66580085060;1624.58;false
02/05/2049;ALOISIO MARQUES;08589160437;1239.23;false
05/04/2049;LUIZ ALBERTO CONCEICAO PRATES FERREIRA;32013031614;1946.86;false
05/04/2049;PAULO ROBERTO COELHO SILVEIRA SARMENTO;67049303060;1376.23;false
03/04/2049;LILIANE ALVES GALVAO;59224535594;830.57;false
02/04/2049;SIMONE ABREU SILVEIRA DE SOUZA;40652183054;1676.42;false
01/03/2049;BIANCA SA CARVALHO COUTINHO;77773049160;282.57;false
04/02/2049;RAFAELA PRATES VARGAS CASTRO;15153548671;1202.65;false
04/02/2049;MOACIR GOMES LOPES;72255878502;1206.74;false
17/01/2049;FABIO GUERRA ALVES LOPES;72937471192;198.41;false
13/01/2049;NILTON GALVAO MORAES;26306210160;501.79;false
13/01/2049;ALBERTO CARVALHO VIEIRA COUTINHO;71596924231;1957.53;false
29/12/2048;DIANA LOPES;17608908407;68.68;false
29/12/2048;RAFAELA GONCALVES SOUZA;79351683057;1531.55;false
10/12/2048;AMANDA COUTINHO;18789926697;258.63;false
02/11/2048;MARIA DA PENHA COUTINHO;43084272973;1791.83;false
02/11/2048;TEREZA BARRETO;12471109316;277.89;false
12/10/2048;MELISSA ANDRADE GONCALVES DOS SANTOS;32328846881;1370.55;false
12/10/2048;DANIELE RODRIGUES;17154111312;688.53;false
01/10/2048;ALTAIR NASCIMENTO NOGUEIRA;00829501591;1766.9;false
24/09/2048;RENATO LOPES GALVAO;28790079178;532.31;false
24/09/2048;MOACIR MACHADO LIMA;62406848315;405.5;false
24/09/2048;ESTEVAO DE SOUZA;74679786853;763.17;false
16/08/2048;LUIZ GODOI FERNANDES;50621899369;1556.26;false
16/08/2048;HENRIQUE LIMA;19316184898;483.56;false
16/08/2048;MELINA CASTRO LOPES;22859213612;1830.08;false
23/06/2048;LUIZ BARRETO;90921939235;435.81;false
17/06/2048;OTAVIANO DIAS ROCHA;49536362633;97.58;false
15/06/2048;ESTEVAO DIAS GONCALVES GUERRA;94226280315;398.1;false
29/05/2048;RICARDO COUTINHO BATISTA LIMA;91608768716;710.58;false
29/05/2048;LUCIA DE PAULA NASCIMENTO;39850449620;1163.84;false
04/05/2048;OLGA ROCHA MOREIRA GONCALVES;00302974698;1548.33;false
04/05/2048;RUI SOUZA LIMA;39974605691;1948.33;false
03/04/2048;TATIANA SARMENTO ROMAO LOPES;83426985871;225.72;false
07/03/2048;CRISTIANE CAMILO;57983436998;1557.07;false
22/02/2048;NATALIA DUARTE;20775527156;1499.18;false
27/12/2047;ROBSON DIAS;74505866641;1511.22;false
15/12/2047;LUCIANO CARVALHO CRUZ;90554972452;1498.99;false
27/11/2047;RENATA GALVAO VILELA COSTA;46358898882;215.32;false
20/11/2047;MARIA ALVES;13479196347;1910.01;false
23/09/2047;NILTON DE SOUZA ALVES MARTINHO;02282258298;1707.64;false
12/08/2047;ELIANA BATISTA SARMENTO;98636519870;168.98;false
12/08/2047;DIANA COELHO DA SILVA;49354952675;541.64;false
04/08/2047;FABIO NASCIMENTO CARVALHO;33577492553;1331.21;false
30/06/2047;RAFAELA MARQUES CAVALCANTE DE SOUZA;28576505907;434.46;false
30/06/2047;MELINA GOMES;92251350466;461.55;false
18/06/2047;RAFAEL GUSMAO TELLES;70560862787;842.0;false
12/06/2047;ELIZABETH ROMAO DOS SANTOS GALVAO;54998153349;294.62;false
12/06/2047;ANA MARIA CAVALCANTE SARMENTO;72884420350;779.78;false
26/05/2047;OTAVIANO MOREIRA DE PAULA MARQUES;40792907135;280.49;false
26/05/2047;ATILA VIEIRA MELLO SOUZA;85820592740;1827.96;false
18/04/2047;IOLANDA GALVAO ANDRADE;06031739516;618.13;false
